,School name,Department,Departmental research,Research type
1434,Florida State University,Physics,Nuclear Physics,theoretical
1435,George Mason University,Physical Sciences,Nuclear Physics,theoretical
1436,George Washington University,Physics,Nuclear Physics,theoretical
1437,Harvard University,Physics,Nuclear Physics,theoretical
1438,"Indiana University, Bloomington",Physics,Nuclear Physics,theoretical
1439,Iowa State University,Physics and Astronomy,Nuclear Physics,theoretical
1440,Massachusetts Institute of Technology,Physics,Nuclear Physics,theoretical
1441,Ohio State University,Physics,Nuclear Physics,theoretical
1442,Ohio University,Physics and Astronomy,Nuclear Physics,theoretical
1443,Purdue Universty,Physics,Nuclear Physics,theoretical
1444,"Rutgers University, New Brunswick",Physics & Astronomy,Nuclear Physics,theoretical
1445,San Diego State University,Physics,Nuclear Physics,theoretical
1446,"State University of New York (SUNY), Stony Brook",Physics & Astronomy,Nuclear Physics,theoretical
1447,University of Arizona,Physics,Nuclear Physics,theoretical
1448,"University of California, Berkeley",Physics,Nuclear Physics,theoretical
1449,"University of Colorado, Boulder",Physics,Nuclear Physics,theoretical
1450,University of Connecticut,Physics,Nuclear Physics,theoretical
1451,"University of Illinois, Chicago",Physics,Nuclear Physics,theoretical
1452,"University of Illinois, Urbana-Champaign",Physics,Nuclear Physics,theoretical
1453,University of Iowa,Physics & Astronomy,Nuclear Physics,theoretical
1454,University of Minnesota,Physics,Nuclear Physics,theoretical
1455,"University of North Carolina, Chapel Hill",Physics & Astronomy,Nuclear Physics,theoretical
1456,University of Notre Dame,Physics,Nuclear Physics,theoretical
1457,University of South Carolina,Physics & Astronomy,Nuclear Physics,theoretical
1458,"University of Tennessee, Knoxville",Physics & Astronomy,Nuclear Physics,theoretical
1459,University of Texas at Austin,Physics,Nuclear Physics,theoretical
1460,University of Virginia,Physics,Nuclear Physics,theoretical
1461,University of Washington,Physics,Nuclear Physics,theoretical
1462,Vanderbilt University,Physics & Astronomy,Nuclear Physics,theoretical
1463,Washington University in St. Louis,Physics,Nuclear Physics,theoretical
1464,Wayne State University,Physics and Astronomy,Nuclear Physics,theoretical
1465,Western Michigan University,Physics,Nuclear Physics,theoretical
1466,Central Michigan University,Physics,Nuclear structure physics,theoretical
1467,"University of Wisconsin, Madison",Physics,Nuclear Theory,theoretical
1468,"University of Massachusetts, Amherst",Physics,"Nuclear, Neutrino and Dark Matter Physics",experimental
1469,"University of California, Riverside",Physics & Astronomy,Nucleon Structure,experimental
1470,University of Kentucky,Physics & Astronomy,Observational Astronomy,experimental
1471,"University of Texas, Arlington",Physics,Observational Astronomy,experimental
1472,"Indiana University, Bloomington",Astronomy,Observational Astrophysics,experimental
1473,"Indiana University, Bloomington",Astronomy,Observational Astrophysics,experimental
1474,"Indiana University, Bloomington",Astronomy,Observational Astrophysics,experimental
1475,The University of North Carolina at Charlotte,Physics and Optical Science,Optical communication,experimental
1476,The University of North Carolina at Charlotte,Physics and Optical Science,Optical communication,theoretical
1477,Stevens Institute of Technology,Physics And Engineering Physics,Optical Control of Quantum Systems,experimental
1478,Stevens Institute of Technology,Physics And Engineering Physics,Optical Diagnosis of Gas Phase Materials,experimental
1479,The University of North Carolina at Charlotte,Physics and Optical Science,Optical engineering,experimental
1480,University of Arizona,Optical Sciences,Optical Engineering,experimental
1481,University of Arizona,Optical Sciences,Optical Engineering,experimental
1482,The University of North Carolina at Charlotte,Physics and Optical Science,Optical Engineering,theoretical
1483,University of Arizona,Optical Sciences,Optical Engineering,theoretical
1484,University of Arizona,Optical Sciences,Optical Engineering,theoretical
1485,The University of North Carolina at Charlotte,Physics and Optical Science,Optical fabrication,experimental
1486,The University of North Carolina at Charlotte,Physics and Optical Science,Optical fabrication,theoretical
1487,University of Wisconsin,Medical Physics Program,Optical Imaging,experimental
1488,University of Wisconsin,Medical Physics Program,Optical Imaging,theoretical
1489,The University of North Carolina at Charlotte,Physics and Optical Science,Optical interferometry and metrology,experimental
1490,The University of North Carolina at Charlotte,Physics and Optical Science,Optical interferometry and metrology,theoretical
1491,"Texas State University, San Marcos",Physics,Optical Materials Properties,experimental
1492,Rensselaer Polytechnic Institute,"Physics, Applied Physics, Astronomy",Optical Physics,experimental
1493,University of Arizona,Optical Sciences,Optical Physics,experimental
1494,University of Arizona,Optical Sciences,Optical Physics,theoretical
1495,Case Western Reserve University,Physics,Optical Properties of Materials,experimental
1496,The University of North Carolina at Charlotte,Physics and Optical Science,Optical sensors and measurements,experimental
1497,The University of North Carolina at Charlotte,Physics and Optical Science,Optical sensors and measurements,theoretical
1498,Alabama A&M University,Physics,Optics,experimental
1499,Boston College,Physics,Optics,experimental
1500,Columbia University,Department of Applied Physics and Applied Mathematics,Optics,experimental
1501,Cornell University,Physics,Optics,experimental
1502,DePaul University,Physics,Optics,experimental
1503,Eastern Michigan University,Physics and Astronomy,Optics,experimental
1504,Fudan University,Physics,Optics,experimental
1505,Georgetown University,Physics,Optics,experimental
1506,Harvard University,Physics,Optics,experimental
1507,Indiana University - Purdue University Indianapolis,Physics,Optics,experimental
1508,Lehigh University,Physics,Optics,experimental
1509,New Mexico State University,Physics,Optics,experimental
1510,"North Carolina State University, Raleigh",Physics,Optics,experimental
1511,Oklahoma State University,Physics,Optics,experimental
1512,Portland State University,Physics,Optics,experimental
1513,San Diego State University,Physics,Optics,experimental
1514,San Francisco State University,Physics & Astronomy,Optics,experimental
1515,San Jose State University,Physics,Optics,experimental
1516,Southern Connecticut State University,Physics,Optics,experimental
1517,"State University of New York (SUNY), Albany",Physics,Optics,experimental
1518,"State University of New York (SUNY), Univ. at Buffalo",Physics,Optics,experimental
1519,University of Alabama at Birmingham,Physics,Optics,experimental
1520,University of Arizona,Optical Sciences,Optics,experimental
1521,University of Arizona,Optical Sciences,Optics,experimental
1522,University of Arizona,Optical Sciences,Optics,experimental
1523,University of Central Florida,Physics,Optics,experimental
1524,University of Cincinnati,Physics,Optics,experimental
1525,"University of Colorado, Boulder",Physics,Optics,experimental
1526,University of Dayton,Electro-Optics Program,Optics,experimental
1527,University of Delaware,Physics & Astronomy,Optics,experimental
1528,"University of Massachusetts, Lowell",Physics & Applied Physics,Optics,experimental
1529,University of Michigan,Applied Physics,Optics,experimental
1530,"University of Missouri, Columbia",Physics & Astronomy,Optics,experimental
1531,University of Oregon,Physics,Optics,experimental
1532,University of Southern California,Physics & Astronomy,Optics,experimental
1533,"University of Texas, Arlington",Physics,Optics,experimental
1534,University of Utah,Physics,Optics,experimental
1535,"University of Wisconsin, Milwaukee",Physics,Optics,experimental
1536,Alabama A&M University,Physics,Optics,theoretical
1537,Clarkson University,Physics,Optics,theoretical
1538,Eastern Michigan University,Physics and Astronomy,Optics,theoretical
1539,Harvard University,Physics,Optics,theoretical
1540,New Mexico State University,Physics,Optics,theoretical
1541,Oklahoma State University,Physics,Optics,theoretical
1542,"State University of New York (SUNY), Albany",Physics,Optics,theoretical
1543,University of Alabama at Birmingham,Physics,Optics,theoretical
1544,University of Arizona,Optical Sciences,Optics,theoretical
1545,University of Arizona,Optical Sciences,Optics,theoretical
1546,University of Arizona,Optical Sciences,Optics,theoretical
1547,"University of Colorado, Boulder",Physics,Optics,theoretical
1548,University of Dayton,Electro-Optics Program,Optics,theoretical
1549,"University of Massachusetts, Lowell",Physics & Applied Physics,Optics,theoretical
1550,University of Michigan,Applied Physics,Optics,theoretical
1551,University of Oregon,Physics,Optics,theoretical
1552,Virginia Commonwealth University,Physics,Optics,theoretical
1553,The University of North Carolina at Charlotte,Physics and Optical Science,Optoelectronic materials and devices,experimental
1554,The University of North Carolina at Charlotte,Physics and Optical Science,Optoelectronic materials and devices,theoretical
1555,University of Central Florida,"CREOL, The College of Optics & Photonics",Optoelectronics & Integrated Photonics,experimental
1556,University of Arizona,Optical Sciences,Optomechanics,experimental
1557,University of Arizona,Optical Sciences,Optomechanics,theoretical
1558,Montana Tech of the University of Montana,Materials Science PhD Program,Other,experimental
1559,Stevens Institute of Technology,Physics And Engineering Physics,Other,experimental
1560,University of Arizona,Physics,Other,experimental
1561,University of Iowa,Physics & Astronomy,Other,experimental
1562,University of Iowa,Physics & Astronomy,Other,experimental
1563,University of Michigan,Applied Physics,Other,experimental
1564,Alabama A&M University,Physics,Other,theoretical
1565,Auburn University,Physics,Other,theoretical
1566,University of Iowa,Physics & Astronomy,Other,theoretical
1567,University of Iowa,Physics & Astronomy,Other,theoretical
1568,University of Michigan,Applied Physics,Other,theoretical
1569,Fudan University,Physics,Partical Physics,theoretical
1570,Princeton University,Physics,Particle & Nuclear Astrophysics,theoretical
1571,Rensselaer Polytechnic Institute,"Physics, Applied Physics, Astronomy",Particle Astrophysics,experimental
1572,Case Western Reserve University,Physics,Particle Astrophysics,theoretical
1573,Princeton University,Physics,Particle Phenomenology,theoretical
1574,University of Iowa,Physics & Astronomy,Particle Physics,experimental
1575,Case Western Reserve University,Physics,Particle Physics,theoretical
1576,Rensselaer Polytechnic Institute,"Physics, Applied Physics, Astronomy",Particle Physics,theoretical
1577,University of Chicago,Physics,Particle Physics & String Theory,theoretical
1578,Baylor University,Physics,Particles and Fields,experimental
1579,Carnegie Mellon University,Physics,Particles and Fields,experimental
1580,College of William and Mary,Physics,Particles and Fields,experimental
1581,Drexel University,Physics,Particles and Fields,experimental
1582,Illinois Institute of Technology,Physics,Particles and Fields,experimental
1583,Massachusetts Institute of Technology,Physics,Particles and Fields,experimental
1584,Northwestern University,Physics & Astronomy,Particles and Fields,experimental
1585,Oakland University,Physics,Particles and Fields,experimental
1586,Oregon State University,Physics,Particles and Fields,experimental
1587,Pennsylvania State University,Physics,Particles and Fields,experimental
1588,Purdue Universty,Physics,Particles and Fields,experimental
1589,Rice University,Physics & Astronomy,Particles and Fields,experimental
1590,"State University of New York (SUNY), Albany",Physics,Particles and Fields,experimental
1591,"State University of New York (SUNY), Univ. at Buffalo",Physics,Particles and Fields,experimental
1592,"University of California, Berkeley",Physics,Particles and Fields,experimental
1593,"University of California, Irvine",Physics,Particles and Fields,experimental
1594,"University of California, Riverside",Physics & Astronomy,Particles and Fields,experimental
1595,"University of California, Santa Barbara",Physics,Particles and Fields,experimental
1596,University of Chicago,Physics,Particles and Fields,experimental
1597,"University of Colorado, Boulder",Physics,Particles and Fields,experimental
1598,University of Delaware,Physics & Astronomy,Particles and Fields,experimental
1599,University of Florida,Physics,Particles and Fields,experimental
1600,University of Michigan,Applied Physics,Particles and Fields,experimental
1601,University of Minnesota,Physics,Particles and Fields,experimental
1602,University of Pennsylvania,Physics,Particles and Fields,experimental
1603,University of Pittsburgh,Physics & Astronomy,Particles and Fields,experimental
1604,University of Utah,Physics,Particles and Fields,experimental
1605,Wayne State University,Physics and Astronomy,Particles and Fields,experimental
1606,Baylor University,Physics,Particles and Fields,theoretical
1607,Boston University,Physics,Particles and Fields,theoretical
1608,Carnegie Mellon University,Physics,Particles and Fields,theoretical
1609,College of William and Mary,Physics,Particles and Fields,theoretical
1610,Cornell University,Physics,Particles and Fields,theoretical
1611,George Mason University,Physical Sciences,Particles and Fields,theoretical
1612,Georgetown University,Physics,Particles and Fields,theoretical
1613,Harvard University,Physics,Particles and Fields,theoretical
1614,Illinois Institute of Technology,Physics,Particles and Fields,theoretical
1615,Massachusetts Institute of Technology,Physics,Particles and Fields,theoretical
1616,Northwestern University,Physics & Astronomy,Particles and Fields,theoretical
1617,Pennsylvania State University,Physics,Particles and Fields,theoretical
1618,Purdue Universty,Physics,Particles and Fields,theoretical
1619,Rice University,Physics & Astronomy,Particles and Fields,theoretical
1620,"Rutgers University, New Brunswick",Physics & Astronomy,Particles and Fields,theoretical
1621,San Francisco State University,Physics & Astronomy,Particles and Fields,theoretical
1622,"State University of New York (SUNY), Univ. at Buffalo",Physics,Particles and Fields,theoretical
1623,"University of Alabama, Tuscaloosa",Physics & Astronomy,Particles and Fields,theoretical
1624,"University of California, Berkeley",Physics,Particles and Fields,theoretical
1625,"University of California, Irvine",Physics,Particles and Fields,theoretical
1626,"University of California, Riverside",Physics & Astronomy,Particles and Fields,theoretical
1627,University of Cincinnati,Physics,Particles and Fields,theoretical
1628,"University of Colorado, Boulder",Physics,Particles and Fields,theoretical
1629,University of Delaware,Physics & Astronomy,Particles and Fields,theoretical
1630,University of Florida,Physics,Particles and Fields,theoretical
1631,University of Iowa,Physics & Astronomy,Particles and Fields,theoretical
1632,University of Kansas,Physics & Astronomy,Particles and Fields,theoretical
1633,"University of Massachusetts, Amherst",Physics,Particles and Fields,theoretical
1634,"University of Massachusetts, Dartmouth",Physics,Particles and Fields,theoretical
1635,"University of Massachusetts, Lowell",Physics & Applied Physics,Particles and Fields,theoretical
1636,University of Mississippi,Physics & Astronomy,Particles and Fields,theoretical
1637,"University of North Carolina, Chapel Hill",Physics & Astronomy,Particles and Fields,theoretical
1638,University of Notre Dame,Physics,Particles and Fields,theoretical
1639,University of Pennsylvania,Physics,Particles and Fields,theoretical
1640,University of Pittsburgh,Physics & Astronomy,Particles and Fields,theoretical
1641,University of Texas at Austin,Physics,Particles and Fields,theoretical
1642,"University of Texas, Arlington",Physics,Particles and Fields,theoretical
1643,University of Washington,Physics,Particles and Fields,theoretical
1644,Virginia Tech,Physics,Particles and Fields,theoretical
1645,Washington University in St. Louis,Physics,Particles and Fields,theoretical
1646,Wayne State University,Physics and Astronomy,Particles and Fields,theoretical
1647,Montana Tech,Geosciences & Engineering,Petroleum Engineering,experimental
1648,University of Arizona,Optical Sciences,Photonics,experimental
1649,University of Arizona,Optical Sciences,Photonics,experimental
1650,University of Arizona,Optical Sciences,Photonics,theoretical
1651,University of Arizona,Optical Sciences,Photonics,theoretical
1652,Duke University,Physics,Photonics and Quantum Information,experimental
1653,Miami University,Physics,Physical Acoustics,experimental
1654,Fudan University,Physics,Physical Biology,experimental
1655,"State University of New York (SUNY), Stony Brook",Physics & Astronomy,Physical Biology,theoretical
1656,Bowling Green State University,Physics & Astronomy,Physics and other Science Education,experimental
1657,Clark University,Physics,Physics and other Science Education,experimental
1658,Clarkson University,Physics,Physics and other Science Education,experimental
1659,Cornell University,Physics,Physics and other Science Education,experimental
1660,DePaul University,Physics,Physics and other Science Education,experimental
1661,Eastern Michigan University,Physics and Astronomy,Physics and other Science Education,experimental
1662,Florida International University,Physics,Physics and other Science Education,experimental
1663,George Washington University,Physics,Physics and other Science Education,experimental
1664,Georgia State University,Physics & Astronomy,Physics and other Science Education,experimental
1665,Harvard University,Physics,Physics and other Science Education,experimental
1666,Indiana University - Purdue University Indianapolis,Physics,Physics and other Science Education,experimental
1667,Kansas State University,Physics,Physics and other Science Education,experimental
1668,Miami University,Physics,Physics and other Science Education,experimental
1669,Ohio University,Physics and Astronomy,Physics and other Science Education,experimental
1670,Portland State University,Physics,Physics and other Science Education,experimental
1671,Purdue Universty,Physics,Physics and other Science Education,experimental
1672,San Francisco State University,Physics & Astronomy,Physics and other Science Education,experimental
1673,Southern Connecticut State University,Physics,Physics and other Science Education,experimental
1674,"State University of New York (SUNY), Univ. at Buffalo",Physics,Physics and other Science Education,experimental
1675,University of Cincinnati,Physics,Physics and other Science Education,experimental
1676,"University of Colorado, Boulder",Physics,Physics and other Science Education,experimental
1677,"University of Illinois, Urbana-Champaign",Physics,Physics and other Science Education,experimental
1678,University of Michigan,Applied Physics,Physics and other Science Education,experimental
1679,University of Minnesota,Physics,Physics and other Science Education,experimental
1680,"University of Missouri, Columbia",Physics & Astronomy,Physics and other Science Education,experimental
1681,University of Pittsburgh,Physics & Astronomy,Physics and other Science Education,experimental
1682,University of Utah,Physics,Physics and other Science Education,experimental
1683,University of Washington,Physics,Physics and other Science Education,experimental
1684,West Virginia University,Physics,Physics and other Science Education,experimental
1685,Western Michigan University,Physics,Physics and other Science Education,experimental
1686,Clarkson University,Physics,Physics and other Science Education,theoretical
1687,George Mason University,Physical Sciences,Physics and other Science Education,theoretical
1688,"Montana State University, Bozeman",Physics,Physics and other Science Education,theoretical
1689,"State University of New York (SUNY), Univ. at Buffalo",Physics,Physics and other Science Education,theoretical
1690,Texas Tech University,Physics,Physics and other Science Education,theoretical
1691,"University of California, Riverside",Physics & Astronomy,Physics and other Science Education,theoretical
1692,University of Central Florida,Physics,Physics and other Science Education,theoretical
1693,"University of Colorado, Boulder",Physics,Physics and other Science Education,theoretical
1694,University of Kansas,Physics & Astronomy,Physics and other Science Education,theoretical
1695,University of Michigan,Applied Physics,Physics and other Science Education,theoretical
1696,"University of Tennessee, Knoxville",Physics & Astronomy,Physics and other Science Education,theoretical
1697,Utah State University,Physics,Physics and other Science Education,theoretical
1698,Stanford University,Physics,Physics and Science Education Research,experimental
1699,University of Texas at Austin,Physics,Physics Education,theoretical
1700,Drexel University,Physics,Physics Education Research,experimental
1701,"North Carolina State University, Raleigh",Physics,Physics Education Research,experimental
1702,Ohio State University,Physics,Physics Education Research,experimental
1703,Oregon State University,Physics,Physics Education Research,experimental
1704,"Texas State University, San Marcos",Physics,Physics Education Research,experimental
1705,University of Maine,Physics and Astronomy,Physics Education Research,experimental
1706,North Dakota State University,Physics,Physics Education Research,theoretical
1707,"Texas State University, San Marcos",Physics,Physics Education Research,theoretical
1708,University of Maine,Physics and Astronomy,Physics Education Research,theoretical
1709,University of New Hampshire,Physics,Physics Education Research and Physics and Society,experimental
1710,College of William and Mary,Physics,Physics of Beams,experimental
1711,Duke University,Physics,Physics of Beams,experimental
1712,Northern Illinois University,Physics,Physics of Beams,experimental
1713,"University of Colorado, Boulder",Physics,Physics of Beams,experimental
1714,University of Michigan,Applied Physics,Physics of Beams,experimental
1715,Northern Illinois University,Physics,Physics of Beams,theoretical
1716,University of Michigan,Applied Physics,Physics of Beams,theoretical
1717,Central Michigan University,Physics,Physics of circumstellar disks,theoretical
1718,"Texas State University, San Marcos",Physics,Physics of Organic Semiconductors,experimental
1719,University of Houston,Physics,Planetary Atmospheres,experimental
1720,New Mexico Institute of Mining and Technology,Physics,Planetary Science,experimental
1721,New Mexico State University,Astronomy,Planetary Science,experimental
1722,Northern Arizona University,Physics,Planetary Science,experimental
1723,University of Central Florida,Physics,Planetary Science,experimental
1724,"University of Maryland, College Park",Astronomy,Planetary Science,experimental
1725,University of Michigan,Applied Physics,Planetary Science,experimental
1726,Washington University in St. Louis,Physics,Planetary Science,experimental
1727,New Mexico Institute of Mining and Technology,Physics,Planetary Science,theoretical
1728,Purdue Universty,Physics,Planetary Science,theoretical
1729,University of Florida,Physics,Planetary Science,theoretical
1730,University of Houston,Physics,Planetary Science,theoretical
1731,"University of Maryland, College Park",Astronomy,Planetary Science,theoretical
1732,University of Michigan,Applied Physics,Planetary Science,theoretical
1733,"University of Nebraska, Lincoln",Physics & Astronomy,Plasma,theoretical
1734,Auburn University,Physics,Plasma and Fusion,experimental
1735,Bryn Mawr College,Physics,Plasma and Fusion,experimental
1736,College of William and Mary,Physics,Plasma and Fusion,experimental
1737,Columbia University,Department of Applied Physics and Applied Mathematics,Plasma and Fusion,experimental
1738,Eastern Michigan University,Physics and Astronomy,Plasma and Fusion,experimental
1739,Florida International University,Physics,Plasma and Fusion,experimental
1740,Lehigh University,Physics,Plasma and Fusion,experimental
1741,Massachusetts Institute of Technology,Physics,Plasma and Fusion,experimental
1742,San Jose State University,Physics,Plasma and Fusion,experimental
1743,Seton Hall University,Physics,Plasma and Fusion,experimental
1744,"University of California, Berkeley",Physics,Plasma and Fusion,experimental
1745,"University of California, Irvine",Physics,Plasma and Fusion,experimental
1746,"University of California, San Diego",Physics,Plasma and Fusion,experimental
1747,"University of Colorado, Boulder",Physics,Plasma and Fusion,experimental
1748,University of Iowa,Physics & Astronomy,Plasma and Fusion,experimental
1749,University of Michigan,Applied Physics,Plasma and Fusion,experimental
1750,"University of Nevada, Reno",Physics,Plasma and Fusion,experimental
1751,University of Rochester,Physics & Astronomy,Plasma and Fusion,experimental
1752,University of Texas at Austin,Physics,Plasma and Fusion,experimental
1753,West Virginia University,Physics,Plasma and Fusion,experimental
1754,Auburn University,Physics,Plasma and Fusion,theoretical
1755,Boston College,Physics,Plasma and Fusion,theoretical
1756,College of William and Mary,Physics,Plasma and Fusion,theoretical
1757,Eastern Michigan University,Physics and Astronomy,Plasma and Fusion,theoretical
1758,Massachusetts Institute of Technology,Physics,Plasma and Fusion,theoretical
1759,"University of California, Irvine",Physics,Plasma and Fusion,theoretical
1760,"University of California, San Diego",Physics,Plasma and Fusion,theoretical
1761,"University of Colorado, Boulder",Physics,Plasma and Fusion,theoretical
1762,University of Iowa,Physics & Astronomy,Plasma and Fusion,theoretical
1763,University of Michigan,Applied Physics,Plasma and Fusion,theoretical
1764,"University of Nevada, Reno",Physics,Plasma and Fusion,theoretical
1765,University of Rochester,Physics & Astronomy,Plasma and Fusion,theoretical
1766,University of Texas at Austin,Physics,Plasma and Fusion,theoretical
1767,University of Wyoming,Physics & Astronomy,Plasma and Fusion,theoretical
1768,Utah State University,Physics,Plasma and Fusion,theoretical
1769,Wayne State University,Physics and Astronomy,Plasma and Fusion,theoretical
1770,West Virginia University,Physics,Plasma and Fusion,theoretical
1771,"University of Wisconsin, Madison",Physics,Plasma Experiment,experimental
1772,New Mexico Institute of Mining and Technology,Physics,Plasma Physics,theoretical
1773,"University of Massachusetts, Lowell",Physics & Applied Physics,Plasma Physics,theoretical
1774,"University of Wisconsin, Madison",Physics,Plasma Theory,theoretical
1775,Rice University,Smalley-Curl Institute,Plasmonic Nanostructures,experimental
1776,Rice University,Smalley-Curl Institute,Plasmonic Nanostructures,theoretical
1777,Rice University,Smalley-Curl Institute,Polymer Photovoltaics,experimental
1778,Rice University,Smalley-Curl Institute,Polymer Photovoltaics,theoretical
1779,Boston University,Physics,Polymer Physics/Science,experimental
1780,Case Western Reserve University,Physics,Polymer Physics/Science,experimental
1781,Lehigh University,Physics,Polymer Physics/Science,experimental
1782,Missouri University of Science & Technology,Physics,Polymer Physics/Science,experimental
1783,North Dakota State University,Physics,Polymer Physics/Science,experimental
1784,Oakland University,Physics,Polymer Physics/Science,experimental
1785,"University of California, San Diego",Physics,Polymer Physics/Science,experimental
1786,"University of California, Santa Barbara",Physics,Polymer Physics/Science,experimental
1787,University of Michigan,Applied Physics,Polymer Physics/Science,experimental
1788,Case Western Reserve University,Physics,Polymer Physics/Science,theoretical
1789,Duke University,Physics,Polymer Physics/Science,theoretical
1790,Harvard University,Physics,Polymer Physics/Science,theoretical
1791,Missouri University of Science & Technology,Physics,Polymer Physics/Science,theoretical
1792,San Diego State University,Physics,Polymer Physics/Science,theoretical
1793,University of Connecticut,Physics,Polymer Physics/Science,theoretical
1794,University of Michigan,Applied Physics,Polymer Physics/Science,theoretical
1795,"University of Alabama, Tuscaloosa",Physics & Astronomy,Precision Timing,experimental
1796,"University of Wisconsin, Madison",Physics,Quantum Computing,experimental
1797,Creighton University,Physics,Quantum computing,theoretical
1798,Kent State University,Department of Physics,Quantum Condensed Matter,experimental
1799,Kent State University,Department of Physics,Quantum Condensed Matter,theoretical
1800,Oklahoma State University,Physics,Quantum Foundations,experimental
1801,University of Michigan,Applied Physics,Quantum Foundations,experimental
1802,Carnegie Mellon University,Physics,Quantum Foundations,theoretical
1803,Clemson University,Physics & Astronomy,Quantum Foundations,theoretical
1804,Oklahoma State University,Physics,Quantum Foundations,theoretical
1805,University of Central Florida,Physics,Quantum Foundations,theoretical
1806,University of Michigan,Applied Physics,Quantum Foundations,theoretical
1807,University of Southern California,Physics & Astronomy,Quantum Foundations,theoretical
1808,University of Arizona,Optical Sciences,Quantum Information,experimental
1809,"University of Tennessee, Knoxville",Physics & Astronomy,Quantum Information,experimental
1810,Stanford University,Physics,Quantum Information,theoretical
1811,University of Arizona,Optical Sciences,Quantum Information,theoretical
1812,"University of Massachusetts, Lowell",Physics & Applied Physics,Quantum Information,theoretical
1813,"University of Tennessee, Knoxville",Physics & Astronomy,Quantum Information,theoretical
1814,Massachusetts Institute of Technology,Physics,Quantum Information and Quantum Computing,theoretical
1815,Stevens Institute of Technology,Physics And Engineering Physics,Quantum Information and Quantum Optics,theoretical
1816,Purdue Universty,Physics,Quantum Information Science,experimental
1817,Duke University,Physics,Quantum Information Science,theoretical
1818,Purdue Universty,Physics,Quantum Information Science,theoretical
1819,Central Michigan University,Physics,Quantum Materials,experimental
1820,Duke University,Physics,Quantum Materials,experimental
1821,Stevens Institute of Technology,Physics And Engineering Physics,Quantum Optics,theoretical
1822,Miami University,Physics,Quantum Optics & Quantum Information,experimental
1823,Miami University,Physics,Quantum Optics & Quantum Information,theoretical
1824,"University of Maryland, Baltimore County",Physics Graduate Program,Quantum Optics and Quantum Information,experimental
1825,"University of Maryland, Baltimore County",Physics Graduate Program,Quantum Optics and Quantum Information,theoretical
1826,University of Wisconsin,Medical Physics Program,Radiation and Thermal Therapy,experimental
1827,University of Wisconsin,Medical Physics Program,Radiation and Thermal Therapy,theoretical
1828,University of Wisconsin,Medical Physics Program,"Radiation Dosimetry, Radiation Protection",experimental
1829,University of Wisconsin,Medical Physics Program,"Radiation Dosimetry, Radiation Protection",theoretical
1830,Oklahoma State University,Physics,"Radiation Physics, Medical Physics, and Dosimetry",experimental
1831,Central Michigan University,Physics,Rare isotope physics,experimental
1832,Central Michigan University,Physics,Rare isotope physics,theoretical
1833,University of Texas at Austin,Physics,Relativistic Heavy Ion Physics,experimental
1834,"University of California, Riverside",Physics & Astronomy,Relativistic Heavy-ion Physics,experimental
1835,Harvard University,Physics,Relativity & Gravitation,experimental
1836,University of Florida,Physics,Relativity & Gravitation,experimental
1837,University of Washington,Physics,Relativity & Gravitation,experimental
1838,Washington University in St. Louis,Physics,Relativity & Gravitation,experimental
1839,Case Western Reserve University,Physics,Relativity & Gravitation,theoretical
1840,Harvard University,Physics,Relativity & Gravitation,theoretical
1841,"Montana State University, Bozeman",Physics,Relativity & Gravitation,theoretical
1842,Oakland University,Physics,Relativity & Gravitation,theoretical
1843,Pennsylvania State University,Physics,Relativity & Gravitation,theoretical
1844,Texas Tech University,Physics,Relativity & Gravitation,theoretical
1845,"University of California, Santa Barbara",Physics,Relativity & Gravitation,theoretical
1846,University of Chicago,Physics,Relativity & Gravitation,theoretical
1847,University of Cincinnati,Physics,Relativity & Gravitation,theoretical
1848,"University of Illinois, Urbana-Champaign",Physics,Relativity & Gravitation,theoretical
1849,University of Iowa,Physics & Astronomy,Relativity & Gravitation,theoretical
1850,"University of Maryland, College Park",Astronomy,Relativity & Gravitation,theoretical
1851,"University of Massachusetts, Dartmouth",Physics,Relativity & Gravitation,theoretical
1852,"University of Massachusetts, Lowell",Physics & Applied Physics,Relativity & Gravitation,theoretical
1853,"University of Minnesota, Duluth",Physics,Relativity & Gravitation,theoretical
1854,University of Mississippi,Physics & Astronomy,Relativity & Gravitation,theoretical
1855,University of Texas at Austin,Physics,Relativity & Gravitation,theoretical
1856,University of Utah,Physics,Relativity & Gravitation,theoretical
1857,"University of Wisconsin, Milwaukee",Physics,Relativity & Gravitation,theoretical
1858,Utah State University,Physics,Relativity & Gravitation,theoretical
1859,Virginia Commonwealth University,Physics,Relativity & Gravitation,theoretical
1860,Washington University in St. Louis,Physics,Relativity & Gravitation,theoretical
1861,University of Arizona,Optical Sciences,Remote Sensing,experimental
1862,University of Arizona,Optical Sciences,Remote Sensing,theoretical
1863,"University of Maryland, Baltimore County",Atmospheric Physics Graduate Program,Remote Sensing,theoretical
1864,"University of Maryland, Baltimore County",Atmospheric Physics Graduate Program,Remote Sensing Instrumentation,experimental
1865,Colorado School of Mines,Physics,Renewable Energy,experimental
1866,Appalachian State University,Physics and Astronomy,Robotics and Electronics,experimental
1867,"University of California, Santa Cruz",Physics,Santa Cruz Institute for Particle Physics (SCIPP),experimental
1868,"University of California, Santa Cruz",Physics,Santa Cruz Institute for Particle Physics (SCIPP),theoretical
1869,University of Houston,Physics,"Scattering: X-ray , Neutron, Light",experimental
